"INDIKATOR_GRUPPE","INDIKATOR_BEZEICHNUNG","INDIKATOR_AUSPRAEGUNG","INDIKATOR_WERT","BASISWERT_1","BASISWERT_2","BASISWERT_3","BASISWERT_4","BASISWERT_5","NAME_BASISWERT1","NAME_BASISWERT2","NAME_BASISWERT3","NAME_BASISWERT4","NAME_BASISWERT5","JAHR","GLIEDERUNG","NUMMER","NAME"
"Bevölkerung","Überalterungsquotient","Ausländer_innen","81,1","569","702","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","","","2001","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Überalterungsquotient","Ausländer_innen","37,9","485","1279","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","","","2001","Stadtbezirk","25","25 Laim"
"Bevölkerung","Überalterungsquotient","gesamt","150,5","8630","5733","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","","","2001","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Überalterungsquotient","gesamt","93,4","6434","6891","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","","","2001","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Überalterungsquotient","gesamt","179,7","8979","4998","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","","","2001","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Überalterungsquotient","Ausländer_innen","45,1","946","2098","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","","","2001","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Überalterungsquotient","Deutsche","139,1","6122","4402","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","","","2001","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Überalterungsquotient","Deutsche","180,9","12629","6983","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","","","2001","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Überalterungsquotient","Deutsche","140,5","9648","6867","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","","","2001","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Überalterungsquotient","Ausländer_innen","37","546","1477","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","","","2001","Stadtbezirk","12","12 Schwabing - Freimann"
"Bevölkerung","Überalterungsquotient","Deutsche","154,7","10818","6994","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","","","2001","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Überalterungsquotient","Deutsche","161,6","187302","115934","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","","","2001","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Überalterungsquotient","Deutsche","136,7","4467","3268","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","","","2001","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Überalterungsquotient","gesamt","149,5","13575","9081","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","","","2001","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Überalterungsquotient","Ausländer_innen","37","458","1237","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","","","2001","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Überalterungsquotient","gesamt","168,6","14949","8866","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","","","2001","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Überalterungsquotient","gesamt","138,4","11578","8365","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","","","2001","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Überalterungsquotient","Deutsche","208,1","8417","4045","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","","","2001","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Überalterungsquotient","Ausländer_innen","28,3","261","921","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","","","2001","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Überalterungsquotient","Ausländer_innen","58,7","632","1076","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","","","2001","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Überalterungsquotient","Deutsche","158,3","6697","4231","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","","","2001","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Überalterungsquotient","Ausländer_innen","36,9","556","1507","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","","","2001","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Überalterungsquotient","Ausländer_innen","37,5","597","1592","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","","","2001","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Überalterungsquotient","gesamt","132,3","202231","152879","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","","","2001","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Überalterungsquotient","gesamt","162,1","5437","3354","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","","","2001","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Überalterungsquotient","gesamt","111,3","8852","7955","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","","","2001","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Überalterungsquotient","Ausländer_innen","30","495","1649","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","","","2001","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Überalterungsquotient","Ausländer_innen","60,7","771","1271","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","","","2001","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Überalterungsquotient","gesamt","102,5","15153","14782","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","","","2001","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Überalterungsquotient","gesamt","142,1","7257","5108","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","","","2001","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Überalterungsquotient","Ausländer_innen","32,4","941","2903","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","","","2001","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Überalterungsquotient","gesamt","113,2","6443","5692","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","","","2001","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
