"INDIKATOR_GRUPPE","INDIKATOR_BEZEICHNUNG","INDIKATOR_AUSPRAEGUNG","INDIKATOR_WERT","BASISWERT_1","BASISWERT_2","BASISWERT_3","BASISWERT_4","BASISWERT_5","NAME_BASISWERT1","NAME_BASISWERT2","NAME_BASISWERT3","NAME_BASISWERT4","NAME_BASISWERT5","JAHR","GLIEDERUNG","NUMMER","NAME"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","20,33","236","1161","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2009","Stadtbezirk","23","23 Allach - Untermenzing"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","43,91","1385","3154","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2009","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","12,83","174","1356","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2009","Stadtbezirk","5","05 Au - Haidhausen"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","11,14","200","1795","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2009","Stadtbezirk","21","21 Pasing - Obermenzing"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","48,64","1518","3121","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2010","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","41,66","442","1061","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2010","Stadtbezirk","6","06 Sendling"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","30,4","841","2766","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2010","Stadtbezirk","15","15 Trudering - Riem"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","32,91","286","869","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2010","Stadtbezirk","7","07 Sendling - Westpark"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","47,76","585","1225","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2010","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","15,42","280","1816","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2010","Stadtbezirk","21","21 Pasing - Obermenzing"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","40,78","553","1356","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2010","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","20,27","229","1130","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2010","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","63,82","508","796","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2010","Stadtbezirk","14","14 Berg am Laim"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","34,76","12518","36009","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2010","Gesamtstadt","#100","Stadt München"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","22","108","491","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2010","Stadtbezirk","4","04 Schwabing - West"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","33,26","596","1792","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2010","Stadtbezirk","12","12 Schwabing - Freimann"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","16,37","55","336","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2010","Stadtbezirk","1","01 Altstadt - Lehel"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","62,42","1314","2105","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2010","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","24,72","529","2140","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2010","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","44,44","611","1375","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2010","Stadtbezirk","10","10 Moosach"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","23,81","290","1218","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2010","Stadtbezirk","25","25 Laim"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","41,04","598","1457","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2010","Stadtbezirk","20","20 Hadern"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","13,3","181","1361","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2010","Stadtbezirk","5","05 Au - Haidhausen"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","32,3","322","997","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2010","Stadtbezirk","3","03 Maxvorstadt"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","20,8","230","1106","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2010","Stadtbezirk","23","23 Allach - Untermenzing"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","29,74","601","2021","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2010","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","33,74","330","978","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2010","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","17,4","353","2029","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2010","Stadtbezirk","13","13 Bogenhausen"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","52,1","310","595","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2010","Stadtbezirk","8","08 Schwanthalerhöhe"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","45,4","848","1868","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2010","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","43,48","590","1357","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2011","Stadtbezirk","10","10 Moosach"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","19,69","75","381","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2011","Stadtbezirk","1","01 Altstadt - Lehel"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","18,95","278","1467","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2011","Stadtbezirk","5","05 Au - Haidhausen"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","45,25","562","1242","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2011","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","30,33","310","1022","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2011","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","38,16","340","891","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2011","Stadtbezirk","7","07 Sendling - Westpark"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","56","336","600","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2011","Stadtbezirk","8","08 Schwanthalerhöhe"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","46,15","851","1844","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2011","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","33,9","982","2897","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2011","Stadtbezirk","15","15 Trudering - Riem"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","25,1","121","482","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2011","Stadtbezirk","4","04 Schwabing - West"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","53,31","1689","3168","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2011","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","43,29","458","1058","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2011","Stadtbezirk","6","06 Sendling"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","36,68","13424","36593","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2011","Gesamtstadt","#100","Stadt München"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","19,98","217","1086","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2011","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","34,9","647","1854","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2011","Stadtbezirk","12","12 Schwabing - Freimann"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","46,35","647","1396","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2011","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","25,46","573","2251","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2011","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","31,07","311","1001","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2011","Stadtbezirk","3","03 Maxvorstadt"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","65,36","1364","2087","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2011","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","45,36","655","1444","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2011","Stadtbezirk","20","20 Hadern"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","17,01","353","2075","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2011","Stadtbezirk","13","13 Bogenhausen"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","25,89","313","1209","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2011","Stadtbezirk","25","25 Laim"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","66,42","544","819","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2011","Stadtbezirk","14","14 Berg am Laim"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","30,63","638","2083","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2011","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","19,84","217","1094","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2011","Stadtbezirk","23","23 Allach - Untermenzing"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","19,78","353","1785","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2011","Stadtbezirk","21","21 Pasing - Obermenzing"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","27,7","674","2433","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2012","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","26,76","331","1237","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2012","Stadtbezirk","25","25 Laim"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","48,49","930","1918","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2012","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","35,45","1073","3027","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2012","Stadtbezirk","15","15 Trudering - Riem"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","20,34","228","1121","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2012","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","23,1","352","1524","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2012","Stadtbezirk","5","05 Au - Haidhausen"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","43,75","399","912","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2012","Stadtbezirk","7","07 Sendling - Westpark"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","44,45","469","1055","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2012","Stadtbezirk","6","06 Sendling"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","38,97","14604","37478","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2012","Gesamtstadt","#100","Stadt München"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","27,62","508","1839","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2012","Stadtbezirk","21","21 Pasing - Obermenzing"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","19,73","220","1115","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2012","Stadtbezirk","23","23 Allach - Untermenzing"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","20,99","85","405","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2012","Stadtbezirk","1","01 Altstadt - Lehel"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","27,09","282","1041","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2012","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","57,31","333","581","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2012","Stadtbezirk","8","08 Schwanthalerhöhe"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","49,16","616","1253","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2012","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","47,13","664","1409","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2012","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","31,15","309","992","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2012","Stadtbezirk","3","03 Maxvorstadt"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","47,08","678","1440","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2012","Stadtbezirk","20","20 Hadern"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","32,12","695","2164","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2012","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","56,43","1825","3234","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2012","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","71,43","590","826","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2012","Stadtbezirk","14","14 Berg am Laim"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","29,35","150","511","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2012","Stadtbezirk","4","04 Schwabing - West"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","17,31","357","2062","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2012","Stadtbezirk","13","13 Bogenhausen"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","40,53","760","1875","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2012","Stadtbezirk","12","12 Schwabing - Freimann"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","45,67","643","1408","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2012","Stadtbezirk","10","10 Moosach"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","68,37","1433","2096","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2012","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","24,13","265","1098","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2013","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","27,56","334","1212","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2013","Stadtbezirk","25","25 Laim"
"Grundschüler_innen","Familiensprache - nicht deutsch","Wert","27,69","301","1087","","","","Grundschüler_innen mit nicht deutscher Familiensprache","alle Grundschüler und Grundschülerinnen","","","","2013","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
